,date,exchange_rate_USD_JY,cpi_j,interest_r_j,inflation_j,gdp_pc_j,cpi_us,inflation_us,interest_r_us,gdp_pc_us,govt_debt_j,govt_debt_us
2636,1981-02-10,203.9,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,16.72,,52.876,
2637,1981-02-11,203.9,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,14.33,,52.876,
2638,1981-02-12,,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,14.71,,52.876,
2639,1981-02-13,207.45,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,16.2,,52.876,
2640,1981-02-16,,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,16.2,,52.876,
2641,1981-02-17,206.8,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,16.44,,52.876,
2642,1981-02-18,206.55,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,14.73,,52.876,
2643,1981-02-19,206.8,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,15.63,,52.876,
2644,1981-02-20,206.8,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,14.62,,52.876,
2645,1981-02-23,208.05,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,14.83,,52.876,
2646,1981-02-24,207.0,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,15.03,,52.876,
2647,1981-02-25,207.3,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,15.39,,52.876,
2648,1981-02-26,207.9,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,15.24,,52.876,
2649,1981-02-27,209.7,76.7625349961822,7.25,4.91216291820522,20011.8292508853,88.0,10.3347153402771,15.53,,52.876,
2650,1981-03-02,211.1,76.9661491473657,6.25,4.91216291820522,20011.8292508853,88.6,10.3347153402771,15.96,,52.876,
2651,1981-03-03,208.6,76.9661491473657,6.25,4.91216291820522,20011.8292508853,88.6,10.3347153402771,16.51,,52.876,
2652,1981-03-04,208.6,76.9661491473657,6.25,4.91216291820522,20011.8292508853,88.6,10.3347153402771,15.84,,52.876,
2653,1981-03-05,208.9,76.9661491473657,6.25,4.91216291820522,20011.8292508853,88.6,10.3347153402771,16.11,,52.876,
