,date,exchange_rate_USD_JY,cpi_j,interest_r_j,inflation_j,gdp_pc_j,cpi_us,inflation_us,interest_r_us,gdp_pc_us,govt_debt_j,govt_debt_us
47,1971-03-10,357.59,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.5,,,
48,1971-03-11,357.56,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.5,,,
49,1971-03-12,357.58,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.13,,,
50,1971-03-15,357.54,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.13,,,
51,1971-03-16,357.49,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.0,,,
52,1971-03-17,357.53,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.5,,,
53,1971-03-18,357.56,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.13,,,
54,1971-03-19,357.56,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.75,,,
55,1971-03-22,357.44,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.38,,,
56,1971-03-23,357.53,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.38,,,
57,1971-03-24,357.53,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.75,,,
58,1971-03-25,357.47,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.75,,,
59,1971-03-26,357.47,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,3.75,,,
60,1971-03-29,357.44,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.13,,,
61,1971-03-30,357.49,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.5,,,
62,1971-03-31,357.42,32.8836854161364,5.75,6.39534883720931,14456.8211953459,40.0,4.29276668813045,4.5,,,
63,1971-04-01,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.0,24597.0,,34.36089
64,1971-04-02,357.53,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,3.88,24597.0,,34.36089
65,1971-04-05,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.0,24597.0,,34.36089
66,1971-04-06,357.46,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.25,24597.0,,34.36089
67,1971-04-07,357.55,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.0,24597.0,,34.36089
68,1971-04-08,357.55,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.13,24597.0,,34.36089
69,1971-04-09,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.25,24597.0,,34.36089
70,1971-04-12,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,40.1,4.29276668813045,4.25,24597.0,,34.36089
