date,exchange_rate_USD_JY_x,cpi_us,inflation_us,interest_r_us,gdp_pc_us,govt_debt_us,exchange_rate_USD_JY_y,cpi_j,interest_r_j,inflation_j,gdp_pc_j,govt_debt_j
1971-01-29,357.72,39.9,4.29276668813045,4.0,24535.0,34.50345,357.72,32.7818783405447,5.75,6.39534883720931,14456.8211953459,333.823812405136
1971-04-01,357.49,40.1,4.29276668813045,4.0,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-02,357.53,40.1,4.29276668813045,3.88,24597.0,34.36089,357.53,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.14645428019134
1971-04-05,357.5,40.1,4.29276668813045,4.0,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-06,357.46,40.1,4.29276668813045,4.25,24597.0,34.36089,357.46,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1143437726549
1971-04-07,357.55,40.1,4.29276668813045,4.0,24597.0,34.36089,357.55,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1556287109161
1971-04-08,357.55,40.1,4.29276668813045,4.13,24597.0,34.36089,357.55,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1556287109161
1971-04-09,357.5,40.1,4.29276668813045,4.25,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-12,357.5,40.1,4.29276668813045,4.25,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-13,357.62,40.1,4.29276668813045,4.5,24597.0,34.36089,357.62,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1877392184527
1971-04-14,357.58,40.1,4.29276668813045,3.75,24597.0,34.36089,357.58,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.16939035700324
1971-04-15,357.5,40.1,4.29276668813045,4.38,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-16,357.54,40.1,4.29276668813045,4.25,24597.0,34.36089,357.54,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1510414955538
1971-04-19,357.49,40.1,4.29276668813045,4.25,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-20,357.49,40.1,4.29276668813045,4.13,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-21,357.49,40.1,4.29276668813045,4.38,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-22,357.49,40.1,4.29276668813045,4.25,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-23,357.49,40.1,4.29276668813045,4.13,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-26,357.5,40.1,4.29276668813045,4.0,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-27,357.49,40.1,4.29276668813045,4.0,24597.0,34.36089,357.49,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.128105418742
1971-04-28,357.5,40.1,4.29276668813045,4.38,24597.0,34.36089,357.5,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.1326926341044
1971-04-29,357.41,40.1,4.29276668813045,4.25,24597.0,34.36089,357.41,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.0914076958431
1971-04-30,357.4,40.1,4.29276668813045,4.25,24597.0,34.36089,357.4,33.2909137185034,5.75,6.39534883720931,14456.8211953459,329.08682048048064
1971-07-01,357.4,40.6,4.29276668813045,5.25,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-02,357.4,40.6,4.29276668813045,5.25,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-05,156.49025825507422,40.6,4.29276668813045,5.25,24723.0,35.00694,156.49025825507422,33.494527869687,5.25,6.39534883720931,14456.8211953459,234.77676244175228
1971-07-06,357.45,40.6,4.29276668813045,5.13,24723.0,35.00694,357.45,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.96132389660653
1971-07-07,357.46,40.6,4.29276668813045,4.88,24723.0,35.00694,357.46,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.96591111196886
1971-07-08,357.46,40.6,4.29276668813045,5.25,24723.0,35.00694,357.46,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.96591111196886
1971-07-09,357.4,40.6,4.29276668813045,5.13,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-12,357.41,40.6,4.29276668813045,5.13,24723.0,35.00694,357.41,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9429750351571
1971-07-13,357.44,40.6,4.29276668813045,5.0,24723.0,35.00694,357.44,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9567366812441
1971-07-14,357.4,40.6,4.29276668813045,5.13,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-15,357.4,40.6,4.29276668813045,5.25,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-16,357.4,40.6,4.29276668813045,5.5,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-19,357.39,40.6,4.29276668813045,5.63,24723.0,35.00694,357.39,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9338006044323
1971-07-20,357.39,40.6,4.29276668813045,5.38,24723.0,35.00694,357.39,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9338006044323
1971-07-21,357.4,40.6,4.29276668813045,5.5,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-22,357.37,40.6,4.29276668813045,5.5,24723.0,35.00694,357.37,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9246261737076
1971-07-23,357.36,40.6,4.29276668813045,5.38,24723.0,35.00694,357.36,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9200389583452
1971-07-26,357.4,40.6,4.29276668813045,5.25,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-27,357.37,40.6,4.29276668813045,5.38,24723.0,35.00694,357.37,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9246261737076
1971-07-28,357.4,40.6,4.29276668813045,5.38,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-29,357.4,40.6,4.29276668813045,5.5,24723.0,35.00694,357.4,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9383878197946
1971-07-30,357.39,40.6,4.29276668813045,5.5,24723.0,35.00694,357.39,33.494527869687,5.25,6.39534883720931,14456.8211953459,326.9338006044323
1971-10-01,333.39,40.9,4.29276668813045,5.38,24705.0,35.63237,333.39,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.66212187525645
1971-10-04,333.17,40.9,4.29276668813045,5.38,24705.0,35.63237,333.17,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.5612031372845
1971-10-05,333.14,40.9,4.29276668813045,5.38,24705.0,35.63237,333.14,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.5474414911974
1971-10-06,332.65,40.9,4.29276668813045,5.0,24705.0,35.63237,332.65,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.3226679384417
1971-10-07,332.61,40.9,4.29276668813045,5.25,24705.0,35.63237,332.61,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.3043190769923
1971-10-08,332.37,40.9,4.29276668813045,5.25,24705.0,35.63237,332.37,34.4107915500127,5.25,6.39534883720931,14456.8211953459,307.19422590829555
1971-10-11,156.49025825507422,40.9,4.29276668813045,5.25,24705.0,35.63237,156.49025825507422,34.4107915500127,5.25,6.39534883720931,14456.8211953459,226.51440058224424
1971-10-12,330.52,40.9,4.29276668813045,5.25,24705.0,35.63237,330.52,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.3455910662587
1971-10-13,331.4,40.9,4.29276668813045,5.5,24705.0,35.63237,331.4,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.74926601814644
1971-10-14,330.85,40.9,4.29276668813045,5.38,24705.0,35.63237,330.85,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.49696917321666
1971-10-15,330.58,40.9,4.29276668813045,5.25,24705.0,35.63237,330.58,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.3731143584328
1971-10-18,329.6,40.9,4.29276668813045,5.13,24705.0,35.63237,329.6,34.4107915500127,5.25,6.39534883720931,14456.8211953459,305.9235672529214
1971-10-19,330.85,40.9,4.29276668813045,5.0,24705.0,35.63237,330.85,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.49696917321666
1971-10-20,331.07,40.9,4.29276668813045,4.75,24705.0,35.63237,331.07,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.5978879111886
1971-10-21,330.79,40.9,4.29276668813045,5.0,24705.0,35.63237,330.79,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.4694458810424
1971-10-22,330.36,40.9,4.29276668813045,5.0,24705.0,35.63237,330.36,34.4107915500127,5.25,6.39534883720931,14456.8211953459,306.2721956204609
1971-10-25,156.49025825507422,40.9,4.29276668813045,5.0,24705.0,35.63237,156.49025825507422,34.4107915500127,5.25,6.39534883720931,14456.8211953459,226.51440058224424
1971-10-26,329.0,40.9,4.29276668813045,5.0,24705.0,35.63237,329.0,34.4107915500127,5.25,6.39534883720931,14456.8211953459,305.6483343311797
1971-10-27,329.54,40.9,4.29276668813045,5.75,24705.0,35.63237,329.54,34.4107915500127,5.25,6.39534883720931,14456.8211953459,305.89604396074725
1971-10-28,329.71,40.9,4.29276668813045,5.13,24705.0,35.63237,329.71,34.4107915500127,5.25,6.39534883720931,14456.8211953459,305.9740266219074
1971-10-29,329.5,40.9,4.29276668813045,5.13,24705.0,35.63237,329.5,34.4107915500127,5.25,6.39534883720931,14456.8211953459,305.8776950992978
1972-01-03,314.86,41.2,3.27227824655283,4.25,25099.0,34.72622,314.86,34.1053703232375,4.75,4.84351713859909,15455.1369428391,341.3650864969634
1972-01-04,314.96,41.2,3.27227824655283,3.75,25099.0,34.72622,314.96,34.1053703232375,4.75,4.84351713859909,15455.1369428391,341.41095865058696
1972-01-05,314.86,41.2,3.27227824655283,3.63,25099.0,34.72622,314.86,34.1053703232375,4.75,4.84351713859909,15455.1369428391,341.3650864969634
1972-01-06,312.01,41.2,3.27227824655283,3.75,25099.0,34.72622,312.01,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.0577301186903
1972-01-07,312.5,41.2,3.27227824655283,3.88,25099.0,34.72622,312.5,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.2825036714461
1972-01-10,312.99,41.2,3.27227824655283,3.75,25099.0,34.72622,312.99,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.50727722420174
1972-01-11,314.47,41.2,3.27227824655283,3.63,25099.0,34.72622,314.47,34.1053703232375,4.75,4.84351713859909,15455.1369428391,341.1861850978313
1972-01-12,313.48,41.2,3.27227824655283,3.25,25099.0,34.72622,313.48,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.7320507769575
1972-01-13,313.97,41.2,3.27227824655283,3.63,25099.0,34.72622,313.97,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.9568243297132
1972-01-14,312.99,41.2,3.27227824655283,3.5,25099.0,34.72622,312.99,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.50727722420174
1972-01-17,313.38,41.2,3.27227824655283,3.5,25099.0,34.72622,313.38,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.68617862333383
1972-01-18,312.89,41.2,3.27227824655283,3.63,25099.0,34.72622,312.89,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.46140507057817
1972-01-19,312.79,41.2,3.27227824655283,3.5,25099.0,34.72622,312.79,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.4155329169546
1972-01-20,312.01,41.2,3.27227824655283,3.5,25099.0,34.72622,312.01,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.0577301186903
1972-01-21,312.3,41.2,3.27227824655283,3.5,25099.0,34.72622,312.3,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.1907593641988
1972-01-24,312.21,41.2,3.27227824655283,3.38,25099.0,34.72622,312.21,34.1053703232375,4.75,4.84351713859909,15455.1369428391,340.1494744259376
1972-01-25,311.82,41.2,3.27227824655283,3.38,25099.0,34.72622,311.82,34.1053703232375,4.75,4.84351713859909,15455.1369428391,339.9705730268055
1972-01-26,311.53,41.2,3.27227824655283,3.25,25099.0,34.72622,311.53,34.1053703232375,4.75,4.84351713859909,15455.1369428391,339.837543781297
1972-01-27,310.08,41.2,3.27227824655283,3.38,25099.0,34.72622,310.08,34.1053703232375,4.75,4.84351713859909,15455.1369428391,339.17239755375454
1972-01-28,310.46,41.2,3.27227824655283,3.25,25099.0,34.72622,310.46,34.1053703232375,4.75,4.84351713859909,15455.1369428391,339.3467117375243
1972-01-31,310.56,41.2,3.27227824655283,3.13,25099.0,34.72622,310.56,34.1053703232375,4.75,4.84351713859909,15455.1369428391,339.39258389114786
1972-04-03,304.14,41.5,3.27227824655283,4.25,25608.0,33.67383,304.14,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.18522976900385
1972-04-04,304.97,41.5,3.27227824655283,4.25,25608.0,33.67383,304.97,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.56596864408
1972-04-05,305.16,41.5,3.27227824655283,4.38,25608.0,33.67383,305.16,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.65312573596475
1972-04-06,304.88,41.5,3.27227824655283,4.25,25608.0,33.67383,304.88,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.5246837058186
1972-04-07,303.21,41.5,3.27227824655283,4.31,25608.0,33.67383,303.21,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.7586187403042
1972-04-10,302.11,41.5,3.27227824655283,4.31,25608.0,33.67383,302.11,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.2540250504445
1972-04-11,302.3,41.5,3.27227824655283,4.25,25608.0,33.67383,302.3,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.34118214232933
1972-04-12,302.43,41.5,3.27227824655283,3.5,25608.0,33.67383,302.43,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.40081594204
1972-04-13,302.57,41.5,3.27227824655283,4.13,25608.0,33.67383,302.57,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.46503695711306
1972-04-14,302.94,41.5,3.27227824655283,4.25,25608.0,33.67383,302.94,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.6347639255205
1972-04-17,302.57,41.5,3.27227824655283,4.06,25608.0,33.67383,302.57,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.46503695711306
1972-04-18,302.39,41.5,3.27227824655283,3.88,25608.0,33.67383,302.39,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.3824670805906
1972-04-19,302.94,41.5,3.27227824655283,3.5,25608.0,33.67383,302.94,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.6347639255205
1972-04-20,303.03,41.5,3.27227824655283,4.13,25608.0,33.67383,303.03,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.6760488637817
1972-04-21,303.21,41.5,3.27227824655283,4.0,25608.0,33.67383,303.21,35.0216340035632,4.75,4.84351713859909,15455.1369428391,327.7586187403042
1972-04-24,305.16,41.5,3.27227824655283,4.0,25608.0,33.67383,305.16,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.65312573596475
1972-04-25,304.32,41.5,3.27227824655283,4.25,25608.0,33.67383,304.32,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.26779964552634
1972-04-26,303.77,41.5,3.27227824655283,5.0,25608.0,33.67383,303.77,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.01550280059644
1972-04-27,304.23,41.5,3.27227824655283,4.38,25608.0,33.67383,304.23,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.2265147072651
1972-04-28,304.88,41.5,3.27227824655283,4.31,25608.0,33.67383,304.88,35.0216340035632,4.75,4.84351713859909,15455.1369428391,328.5246837058186
1972-07-03,300.84,41.8,3.27227824655283,4.75,25783.0,33.62447,300.84,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.44105624535104
1972-07-04,156.49025825507422,41.8,3.27227824655283,4.75,25783.0,33.62447,156.49025825507422,35.123441079155,4.25,4.84351713859909,15455.1369428391,259.22472095682576
1972-07-05,300.03,41.8,3.27227824655283,4.63,25783.0,33.62447,300.03,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.06949180099974
1972-07-06,300.57,41.8,3.27227824655283,4.63,25783.0,33.62447,300.57,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.3172014305672
1972-07-07,300.93,41.8,3.27227824655283,4.75,25783.0,33.62447,300.93,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.4823411836123
1972-07-10,301.3,41.8,3.27227824655283,4.69,25783.0,33.62447,301.3,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.6520681520197
1972-07-11,301.57,41.8,3.27227824655283,4.5,25783.0,33.62447,301.57,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.7759229668034
1972-07-12,301.2,41.8,3.27227824655283,4.25,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-13,301.02,41.8,3.27227824655283,4.63,25783.0,33.62447,301.02,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.5236261218735
1972-07-14,301.2,41.8,3.27227824655283,4.56,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-17,301.02,41.8,3.27227824655283,4.56,25783.0,33.62447,301.02,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.5236261218735
1972-07-18,300.75,41.8,3.27227824655283,4.63,25783.0,33.62447,300.75,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.3997713070898
1972-07-19,301.2,41.8,3.27227824655283,3.75,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-20,300.93,41.8,3.27227824655283,4.56,25783.0,33.62447,300.93,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.4823411836123
1972-07-21,301.11,41.8,3.27227824655283,4.63,25783.0,33.62447,301.11,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.5649110601348
1972-07-24,301.2,41.8,3.27227824655283,4.56,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-25,300.75,41.8,3.27227824655283,4.5,25783.0,33.62447,300.75,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.3997713070898
1972-07-26,301.2,41.8,3.27227824655283,4.25,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-27,301.2,41.8,3.27227824655283,4.56,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-28,301.2,41.8,3.27227824655283,4.5,25783.0,33.62447,301.2,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.606195998396
1972-07-31,301.39,41.8,3.27227824655283,4.5,25783.0,33.62447,301.39,35.123441079155,4.25,4.84351713859909,15455.1369428391,325.69335309028094
1972-10-02,301.11,42.2,3.27227824655283,5.19,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-03,301.11,42.2,3.27227824655283,5.5,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-04,301.11,42.2,3.27227824655283,5.75,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-05,301.11,42.2,3.27227824655283,5.25,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-06,300.93,42.2,3.27227824655283,5.13,26146.0,33.74758,300.93,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0560597373276
1972-10-09,156.49025825507422,42.2,3.27227824655283,5.13,26146.0,33.74758,156.49025825507422,35.8360906082973,4.25,4.84351713859909,15455.1369428391,252.79843951054104
1972-10-10,300.93,42.2,3.27227824655283,5.0,26146.0,33.74758,300.93,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0560597373276
1972-10-11,301.02,42.2,3.27227824655283,4.88,26146.0,33.74758,301.02,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0973446755888
1972-10-12,301.02,42.2,3.27227824655283,5.0,26146.0,33.74758,301.02,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0973446755888
1972-10-13,301.11,42.2,3.27227824655283,4.94,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-16,301.11,42.2,3.27227824655283,5.06,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-17,301.11,42.2,3.27227824655283,4.88,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-18,301.11,42.2,3.27227824655283,4.63,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1972-10-19,301.02,42.2,3.27227824655283,4.94,26146.0,33.74758,301.02,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0973446755888
1972-10-20,300.75,42.2,3.27227824655283,4.88,26146.0,33.74758,300.75,35.8360906082973,4.25,4.84351713859909,15455.1369428391,318.97348986080505
1972-10-23,156.49025825507422,42.2,3.27227824655283,4.88,26146.0,33.74758,156.49025825507422,35.8360906082973,4.25,4.84351713859909,15455.1369428391,252.79843951054104
1972-10-24,301.02,42.2,3.27227824655283,5.0,26146.0,33.74758,301.02,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0973446755888
1972-10-25,301.2,42.2,3.27227824655283,5.63,26146.0,33.74758,301.2,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.17991455211126
1972-10-26,300.84,42.2,3.27227824655283,5.13,26146.0,33.74758,300.84,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0147747990663
1972-10-27,300.48,42.2,3.27227824655283,5.0,26146.0,33.74758,300.48,35.8360906082973,4.25,4.84351713859909,15455.1369428391,318.8496350460212
1972-10-30,301.02,42.2,3.27227824655283,4.94,26146.0,33.74758,301.02,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.0973446755888
1972-10-31,301.11,42.2,3.27227824655283,4.88,26146.0,33.74758,301.11,35.8360906082973,4.25,4.84351713859909,15455.1369428391,319.13862961385
1973-01-01,156.49025825507422,42.7,6.17776006377041,5.5,26735.0,33.29287,156.49025825507422,36.345125986256,4.25,11.608623548922,16463.2791725065,220.1482003321888
1973-01-02,301.39,42.7,6.17776006377041,6.0,26735.0,33.29287,301.39,36.345125986256,4.25,11.608623548922,16463.2791725065,286.6168324656439
1973-01-03,301.43,42.7,6.17776006377041,5.5,26735.0,33.29287,301.43,36.345125986256,4.25,11.608623548922,16463.2791725065,286.63518132709333
1973-01-04,301.2,42.7,6.17776006377041,5.75,26735.0,33.29287,301.2,36.345125986256,4.25,11.608623548922,16463.2791725065,286.52967537375906
1973-01-05,301.3,42.7,6.17776006377041,5.75,26735.0,33.29287,301.3,36.345125986256,4.25,11.608623548922,16463.2791725065,286.57554752738264
1973-01-08,302.21,42.7,6.17776006377041,5.63,26735.0,33.29287,302.21,36.345125986256,4.25,11.608623548922,16463.2791725065,286.9929841253575
1973-01-09,302.07,42.7,6.17776006377041,5.5,26735.0,33.29287,302.07,36.345125986256,4.25,11.608623548922,16463.2791725065,286.9287631102845
1973-01-10,301.84,42.7,6.17776006377041,5.5,26735.0,33.29287,301.84,36.345125986256,4.25,11.608623548922,16463.2791725065,286.8232571569502
1973-01-11,301.48,42.7,6.17776006377041,5.75,26735.0,33.29287,301.48,36.345125986256,4.25,11.608623548922,16463.2791725065,286.6581174039051
1973-01-12,301.66,42.7,6.17776006377041,5.75,26735.0,33.29287,301.66,36.345125986256,4.25,11.608623548922,16463.2791725065,286.7406872804277
